"loc","lon","lat","MATCHUP","MATCHUP.1","TIME","TV","tickets","Date","dt","rk","id"
"Hancock Whitney Stadium, Mobile, AL",-88.1918231,30.6966759,"Southern Miss","@  South Alabama","7:30 PM","","Tickets as low as $30","Tuesday, October 17, 2023","2023-10-17",28,21
"Hancock Whitney Stadium, Mobile, AL",-88.1918231,30.6966759,"Central Michigan","@  South Alabama","TBD","","Tickets as low as $30","Saturday, September 23, 2023","2023-09-23",15,21
"Hancock Whitney Stadium, Mobile, AL",-88.1918231,30.6966759,"Arkansas State","@  South Alabama","TBD","","Tickets as low as $30","Saturday, November 11, 2023","2023-11-11",47,21
"Hard Rock Stadium, Miami Gardens, FL",-80.2395979,25.958326,"Georgia Tech","@  Miami","TBD","","Tickets as low as $27","Saturday, October 7, 2023","2023-10-07",22,3
"Hard Rock Stadium, Miami Gardens, FL",-80.2395979,25.958326,"Virginia","@  Miami","TBD","","Tickets as low as $28","Saturday, October 28, 2023","2023-10-28",37,3
"Hard Rock Stadium, Miami Gardens, FL",-80.2395979,25.958326,"Miami (OH)","@  Miami","7:00 PM","","Tickets as low as $14","Friday, September 1, 2023","2023-09-01",3,3
"Hard Rock Stadium, Miami Gardens, FL",-80.2395979,25.958326,"Louisville","@  Miami","TBD","","Tickets as low as $28","Saturday, November 18, 2023","2023-11-18",52,3
"Hard Rock Stadium, Miami Gardens, FL",-80.2395979,25.958326,"Bethune-Cookman","@  Miami","7:30 PM",NA,"Tickets as low as $10","Thursday, September 14, 2023","2023-09-14",10,3
"Hard Rock Stadium, Miami Gardens, FL",-80.2395979,25.958326,"Texas A&M","@  Miami","3:30 PM","","Tickets as low as $108","Saturday, September 9, 2023","2023-09-09",9,3
"Hard Rock Stadium, Miami Gardens, FL",-80.2395979,25.958326,"Clemson","@  Miami","TBD","","Tickets as low as $100","Saturday, October 21, 2023","2023-10-21",32,3
"Houchens Industries-L.T. Smith Stadium, Bowling Green, KY",-86.4594168,36.9847323,"New Mexico State","@  Western Kentucky","TBD","","Tickets as low as $12","Saturday, November 11, 2023","2023-11-11",47,76
"Houchens Industries-L.T. Smith Stadium, Bowling Green, KY",-86.4594168,36.9847323,"Middle Tennessee","@  Western Kentucky","7:30 PM","CBSSN","Tickets as low as $14","Thursday, September 28, 2023","2023-09-28",16,76
"Houchens Industries-L.T. Smith Stadium, Bowling Green, KY",-86.4594168,36.9847323,"Liberty","@  Western Kentucky","7:30 PM","","Tickets as low as $15","Tuesday, October 24, 2023","2023-10-24",33,76
"Houchens Industries-L.T. Smith Stadium, Bowling Green, KY",-86.4594168,36.9847323,"Sam Houston","@  Western Kentucky","TBD","","Tickets as low as $14","Saturday, November 18, 2023","2023-11-18",52,76
"Houchens Industries-L.T. Smith Stadium, Bowling Green, KY",-86.4594168,36.9847323,"Houston Christian","@  Western Kentucky","7:00 PM","","Tickets as low as $11","Saturday, September 9, 2023","2023-09-09",9,76
"Houchens Industries-L.T. Smith Stadium, Bowling Green, KY",-86.4594168,36.9847323,"South Florida","@  Western Kentucky","3:30 PM","CBSSN","Tickets as low as $17","Saturday, September 2, 2023","2023-09-02",4,76
"Huntington Bank Stadium, Minneapolis, MN",-93.2245462,44.976525,"Nebraska","@  Minnesota","8:00 PM","FOX","Tickets as low as $94","Thursday, August 31, 2023","2023-08-31",2,145
"Huntington Bank Stadium, Minneapolis, MN",-93.2245462,44.976525,"Louisiana","@  Minnesota","TBD","","Tickets as low as $25","Saturday, September 30, 2023","2023-09-30",18,145
"Huntington Bank Stadium, Minneapolis, MN",-93.2245462,44.976525,"Michigan State","@  Minnesota","TBD","","Tickets as low as $38","Saturday, October 28, 2023","2023-10-28",37,145
"Huntington Bank Stadium, Minneapolis, MN",-93.2245462,44.976525,"Illinois","@  Minnesota","TBD","","Tickets as low as $27","Saturday, November 4, 2023","2023-11-04",42,145
"Huntington Bank Stadium, Minneapolis, MN",-93.2245462,44.976525,"Wisconsin","@  Minnesota","TBD","","Tickets as low as $66","Saturday, November 25, 2023","2023-11-25",56,145
"Huntington Bank Stadium, Minneapolis, MN",-93.2245462,44.976525,"Eastern Michigan","@  Minnesota","6:30 PM","BTN","Tickets as low as $25","Saturday, September 9, 2023","2023-09-09",9,145
"Huntington Bank Stadium, Minneapolis, MN",-93.2245462,44.976525,"Michigan","@  Minnesota","TBD","","Tickets as low as $142","Saturday, October 7, 2023","2023-10-07",22,145
"Huskie Stadium, DeKalb, IL",-88.7778357,41.9339586,"Tulsa","@  Northern Illinois","TBD","","Tickets as low as $25","Saturday, September 23, 2023","2023-09-23",15,126
"Huskie Stadium, DeKalb, IL",-88.7778357,41.9339586,"Eastern Michigan","@  Northern Illinois","TBD","","Tickets as low as $20","Saturday, October 21, 2023","2023-10-21",32,126
"Huskie Stadium, DeKalb, IL",-88.7778357,41.9339586,"Western Michigan","@  Northern Illinois","TBD",NA,"Tickets as low as $15","Tuesday, November 14, 2023","2023-11-14",48,126
"Huskie Stadium, DeKalb, IL",-88.7778357,41.9339586,"Southern Illinois","@  Northern Illinois","3:30 PM","","Tickets as low as $19","Saturday, September 9, 2023","2023-09-09",9,126
"Huskie Stadium, DeKalb, IL",-88.7778357,41.9339586,"Ohio","@  Northern Illinois","TBD","","Tickets as low as $20","Saturday, October 14, 2023","2023-10-14",27,126
"Huskie Stadium, DeKalb, IL",-88.7778357,41.9339586,"Ball State","@  Northern Illinois","TBD",NA,"Tickets as low as $15","Tuesday, November 7, 2023","2023-11-07",43,126
"Husky Stadium, Seattle, WA",-122.3020732,47.6502935,"California","@  Washington","TBD","","Tickets as low as $14","Saturday, September 23, 2023","2023-09-23",15,147
"Husky Stadium, Seattle, WA",-122.3020732,47.6502935,"Oregon","@  Washington","TBD","","Tickets as low as $67","Saturday, October 14, 2023","2023-10-14",27,147
"Husky Stadium, Seattle, WA",-122.3020732,47.6502935,"Tulsa","@  Washington","5:00 PM","PAC12","Tickets as low as $12","Saturday, September 9, 2023","2023-09-09",9,147
"Husky Stadium, Seattle, WA",-122.3020732,47.6502935,"Utah","@  Washington","TBD","","Tickets as low as $30","Saturday, November 11, 2023","2023-11-11",47,147
"Husky Stadium, Seattle, WA",-122.3020732,47.6502935,"Washington State","@  Washington","TBD","","Tickets as low as $73","Saturday, November 25, 2023","2023-11-25",56,147
"Husky Stadium, Seattle, WA",-122.3020732,47.6502935,"Arizona State","@  Washington","TBD","","Tickets as low as $14","Saturday, October 21, 2023","2023-10-21",32,147
"Husky Stadium, Seattle, WA",-122.3020732,47.6502935,"Boise State","@  Washington","3:30 PM","","Tickets as low as $35","Saturday, September 2, 2023","2023-09-02",4,147
"InfoCision Stadium, Akron, OH",-81.5083528,41.0725885,"Morgan State","@  Akron","6:00 PM","","Tickets as low as $40","Saturday, September 9, 2023","2023-09-09",9,117
"InfoCision Stadium, Akron, OH",-81.5083528,41.0725885,"Ohio","@  Akron","TBD","","Tickets as low as $40","Friday, November 24, 2023","2023-11-24",55,117
"InfoCision Stadium, Akron, OH",-81.5083528,41.0725885,"Buffalo","@  Akron","TBD","","Tickets as low as $40","Saturday, September 30, 2023","2023-09-30",18,117
"InfoCision Stadium, Akron, OH",-81.5083528,41.0725885,"Kent State","@  Akron","TBD",NA,"Tickets as low as $40","Wednesday, November 1, 2023","2023-11-01",39,117
"InfoCision Stadium, Akron, OH",-81.5083528,41.0725885,"Northern Illinois","@  Akron","TBD","","Tickets as low as $40","Saturday, October 7, 2023","2023-10-07",22,117
"Jack Trice Stadium, Ames, IA",-93.635762,42.0139693,"TCU","@  Iowa State","TBD","","Tickets as low as $44","Saturday, October 7, 2023","2023-10-07",22,128
"Jack Trice Stadium, Ames, IA",-93.635762,42.0139693,"Kansas","@  Iowa State","TBD","","Tickets as low as $31","Saturday, November 4, 2023","2023-11-04",42,128
"Jack Trice Stadium, Ames, IA",-93.635762,42.0139693,"Iowa","@  Iowa State","3:30 PM","FOX","Tickets as low as $154","Saturday, September 9, 2023","2023-09-09",9,128
"Jack Trice Stadium, Ames, IA",-93.635762,42.0139693,"Texas","@  Iowa State","TBD","","Tickets as low as $86","Saturday, November 18, 2023","2023-11-18",52,128
"Jack Trice Stadium, Ames, IA",-93.635762,42.0139693,"Northern Iowa","@  Iowa State","2:00 PM","BIG12|ESPN+","Tickets as low as $40","Saturday, September 2, 2023","2023-09-02",4,128
"Jack Trice Stadium, Ames, IA",-93.635762,42.0139693,"Oklahoma State","@  Iowa State","TBD","","Tickets as low as $42","Saturday, September 23, 2023","2023-09-23",15,128
"Jerry Richardson Stadium, Charlotte, NC",-80.7401126,35.3104931,"Georgia State","@  Charlotte","6:00 PM","","Tickets as low as $30","Saturday, September 16, 2023","2023-09-16",12,58
"Jerry Richardson Stadium, Charlotte, NC",-80.7401126,35.3104931,"Rice","@  Charlotte","TBD","","Tickets as low as $27","Saturday, November 18, 2023","2023-11-18",52,58
"Jerry Richardson Stadium, Charlotte, NC",-80.7401126,35.3104931,"Memphis","@  Charlotte","TBD","","Tickets as low as $38","Saturday, November 11, 2023","2023-11-11",47,58
"Jerry Richardson Stadium, Charlotte, NC",-80.7401126,35.3104931,"Florida Atlantic","@  Charlotte","7:30 PM",NA,"Tickets as low as $31","Friday, October 27, 2023","2023-10-27",36,58
"Jerry Richardson Stadium, Charlotte, NC",-80.7401126,35.3104931,"South Carolina State","@  Charlotte","6:00 PM","","Tickets as low as $29","Saturday, September 2, 2023","2023-09-02",4,58
"Jerry Richardson Stadium, Charlotte, NC",-80.7401126,35.3104931,"Navy","@  Charlotte","TBD","","Tickets as low as $42","Saturday, October 14, 2023","2023-10-14",27,58
"JMA Wireless Dome, Syracuse, NY",-76.1362931,43.036233,"Wake Forest","@  Syracuse","TBD","","Tickets as low as $13","Saturday, November 25, 2023","2023-11-25",56,139
"JMA Wireless Dome, Syracuse, NY",-76.1362931,43.036233,"Boston College","@  Syracuse","7:30 PM","","Tickets as low as $30","Friday, November 3, 2023","2023-11-03",41,139
"JMA Wireless Dome, Syracuse, NY",-76.1362931,43.036233,"Colgate","@  Syracuse","4:00 PM","","Tickets as low as $13","Saturday, September 2, 2023","2023-09-02",4,139
"JMA Wireless Dome, Syracuse, NY",-76.1362931,43.036233,"Western Michigan","@  Syracuse","TBD","","Tickets as low as $12","Saturday, September 9, 2023","2023-09-09",9,139
"JMA Wireless Dome, Syracuse, NY",-76.1362931,43.036233,"Clemson","@  Syracuse","TBD","","Tickets as low as $59","Saturday, September 30, 2023","2023-09-30",18,139
"JMA Wireless Dome, Syracuse, NY",-76.1362931,43.036233,"Army","@  Syracuse","TBD","","Tickets as low as $27","Saturday, September 23, 2023","2023-09-23",15,139
"Joan C. Edwards Stadium, Huntington, WV",-82.4210186,38.4249223,"James Madison","@  Marshall","7:00 PM",NA,"Tickets as low as $32","Thursday, October 19, 2023","2023-10-19",30,85
"Joan C. Edwards Stadium, Huntington, WV",-82.4210186,38.4249223,"Old Dominion","@  Marshall","TBD","","Tickets as low as $30","Saturday, September 30, 2023","2023-09-30",18,85
"Joan C. Edwards Stadium, Huntington, WV",-82.4210186,38.4249223,"Albany","@  Marshall","6:00 PM","","Tickets as low as $28","Saturday, September 2, 2023","2023-09-02",4,85
"Joan C. Edwards Stadium, Huntington, WV",-82.4210186,38.4249223,"Georgia Southern","@  Marshall","TBD","","Tickets as low as $30","Saturday, November 11, 2023","2023-11-11",47,85
"Joan C. Edwards Stadium, Huntington, WV",-82.4210186,38.4249223,"Virginia Tech","@  Marshall","TBD","","Tickets as low as $155","Saturday, September 23, 2023","2023-09-23",15,85
"Joan C. Edwards Stadium, Huntington, WV",-82.4210186,38.4249223,"Arkansas State","@  Marshall","TBD","","Tickets as low as $30","Saturday, November 25, 2023","2023-11-25",56,85
"Joe Aillet Stadium, Ruston, LA",-92.655838,32.5320245,"New Mexico State","@  Louisiana Tech","7:00 PM","CBSSN","Tickets as low as $32","Tuesday, October 24, 2023","2023-10-24",33,31
"Joe Aillet Stadium, Ruston, LA",-92.655838,32.5320245,"Western Kentucky","@  Louisiana Tech","8:00 PM","","Tickets as low as $48","Thursday, October 5, 2023","2023-10-05",20,31
"Joe Aillet Stadium, Ruston, LA",-92.655838,32.5320245,"Sam Houston","@  Louisiana Tech","TBD","","Tickets as low as $48","Saturday, November 11, 2023","2023-11-11",47,31
"Joe Aillet Stadium, Ruston, LA",-92.655838,32.5320245,"Florida International","@  Louisiana Tech","9:00 PM","CBSSN","Tickets as low as $41","Saturday, August 26, 2023","2023-08-26",1,31
"Joe Aillet Stadium, Ruston, LA",-92.655838,32.5320245,"North Texas","@  Louisiana Tech","7:00 PM","","Tickets as low as $48","Saturday, September 16, 2023","2023-09-16",12,31
"Joe Aillet Stadium, Ruston, LA",-92.655838,32.5320245,"Northwestern State","@  Louisiana Tech","7:00 PM","","Tickets as low as $23","Saturday, September 9, 2023","2023-09-09",9,31
"Johnny ""Red"" Floyd Stadium, Murfreesboro, TN",-86.3681619,35.8513192,"Murray State","@  Middle Tennessee","7:00 PM","","Tickets as low as $53","Saturday, September 16, 2023","2023-09-16",12,62
"Johnny ""Red"" Floyd Stadium, Murfreesboro, TN",-86.3681619,35.8513192,"Louisiana Tech","@  Middle Tennessee","7:00 PM","CBSSN","Tickets as low as $53","Tuesday, October 10, 2023","2023-10-10",23,62
"Johnny ""Red"" Floyd Stadium, Murfreesboro, TN",-86.3681619,35.8513192,"UTEP","@  Middle Tennessee","TBD","","Tickets as low as $38","Saturday, November 18, 2023","2023-11-18",52,62
"Johnny ""Red"" Floyd Stadium, Murfreesboro, TN",-86.3681619,35.8513192,"Florida International","@  Middle Tennessee","TBD","","Tickets as low as $53","Saturday, November 11, 2023","2023-11-11",47,62
"Johnny ""Red"" Floyd Stadium, Murfreesboro, TN",-86.3681619,35.8513192,"Colorado State","@  Middle Tennessee","TBD","","Tickets as low as $53","Saturday, September 23, 2023","2023-09-23",15,62
"Johnny ""Red"" Floyd Stadium, Murfreesboro, TN",-86.3681619,35.8513192,"Jacksonville State","@  Middle Tennessee","8:00 PM","","Tickets as low as $53","Wednesday, October 4, 2023","2023-10-04",19,62
"Jonah Field at War Memorial Stadium, Laramie, WY",-105.5682847,41.3117035,"Hawai'i","@  Wyoming","TBD","","Tickets as low as $17","Saturday, November 18, 2023","2023-11-18",52,119
"Jonah Field at War Memorial Stadium, Laramie, WY",-105.5682847,41.3117035,"Colorado State","@  Wyoming","8:00 PM","CBSSN","Tickets as low as $31","Friday, November 3, 2023","2023-11-03",41,119
"Jonah Field at War Memorial Stadium, Laramie, WY",-105.5682847,41.3117035,"Portland State","@  Wyoming","TBD","","Tickets as low as $24","Saturday, September 9, 2023","2023-09-09",9,119
"Jonah Field at War Memorial Stadium, Laramie, WY",-105.5682847,41.3117035,"Texas Tech","@  Wyoming","7:30 PM","CBS","Tickets as low as $66","Saturday, September 2, 2023","2023-09-02",4,119
"Jonah Field at War Memorial Stadium, Laramie, WY",-105.5682847,41.3117035,"Fresno State","@  Wyoming","TBD","","Tickets as low as $24","Saturday, October 7, 2023","2023-10-07",22,119
"Jonah Field at War Memorial Stadium, Laramie, WY",-105.5682847,41.3117035,"Appalachian State","@  Wyoming","7:00 PM","CBSSN","Tickets as low as $28","Saturday, September 23, 2023","2023-09-23",15,119
"Jonah Field at War Memorial Stadium, Laramie, WY",-105.5682847,41.3117035,"New Mexico","@  Wyoming","TBD","","Tickets as low as $28","Saturday, September 30, 2023","2023-09-30",18,119
"Jones ATT Stadium, Lubbock, TX",-101.8728899,33.591061,"TCU","@  Texas Tech","7:00 PM","FS1","Tickets as low as $29","Thursday, November 2, 2023","2023-11-02",40,149
"Jones ATT Stadium, Lubbock, TX",-101.8728899,33.591061,"UCF","@  Texas Tech","TBD","","Tickets as low as $20","Saturday, November 18, 2023","2023-11-18",52,149
"Jones ATT Stadium, Lubbock, TX",-101.8728899,33.591061,"Tarleton","@  Texas Tech","7:00 PM","BIG12|ESPN+","Tickets as low as $11","Saturday, September 16, 2023","2023-09-16",12,149
"Jones ATT Stadium, Lubbock, TX",-101.8728899,33.591061,"Kansas State","@  Texas Tech","TBD","","Tickets as low as $19","Saturday, October 14, 2023","2023-10-14",27,149
"Jones ATT Stadium, Lubbock, TX",-101.8728899,33.591061,"Oregon","@  Texas Tech","7:00 PM","FOX","Tickets as low as $93","Saturday, September 9, 2023","2023-09-09",9,149
"Jones ATT Stadium, Lubbock, TX",-101.8728899,33.591061,"Houston","@  Texas Tech","TBD","","Tickets as low as $29","Saturday, September 30, 2023","2023-09-30",18,149
"Jordan-Hare Stadium, Auburn, AL",-85.4891258,32.6022059,"Samford","@  Auburn","7:00 PM","","Tickets as low as $20","Saturday, September 16, 2023","2023-09-16",12,32
"Jordan-Hare Stadium, Auburn, AL",-85.4891258,32.6022059,"Alabama","@  Auburn","TBD","","Tickets as low as $261","Saturday, November 25, 2023","2023-11-25",56,32
"Jordan-Hare Stadium, Auburn, AL",-85.4891258,32.6022059,"Georgia","@  Auburn","TBD","","Tickets as low as $180","Saturday, September 30, 2023","2023-09-30",18,32
"Jordan-Hare Stadium, Auburn, AL",-85.4891258,32.6022059,"Mississippi State","@  Auburn","TBD","","Tickets as low as $41","Saturday, October 28, 2023","2023-10-28",37,32
"Jordan-Hare Stadium, Auburn, AL",-85.4891258,32.6022059,"Ole Miss","@  Auburn","TBD","","Tickets as low as $79","Saturday, October 21, 2023","2023-10-21",32,32
"Jordan-Hare Stadium, Auburn, AL",-85.4891258,32.6022059,"New Mexico State","@  Auburn","TBD","","Tickets as low as $13","Saturday, November 18, 2023","2023-11-18",52,32
"Jordan-Hare Stadium, Auburn, AL",-85.4891258,32.6022059,"UMass","@  Auburn","3:30 PM","","Tickets as low as $20","Saturday, September 2, 2023","2023-09-02",4,32
"Kelly/Shorts Stadium, Mount Pleasant, MI",-84.7708509,43.5776264,"New Hampshire","@  Central Michigan","1:30 PM","","Tickets as low as $15","Saturday, September 9, 2023","2023-09-09",9,141
"Kelly/Shorts Stadium, Mount Pleasant, MI",-84.7708509,43.5776264,"Northern Illinois","@  Central Michigan","TBD",NA,"Tickets as low as $15","Tuesday, October 31, 2023","2023-10-31",38,141
"Kelly/Shorts Stadium, Mount Pleasant, MI",-84.7708509,43.5776264,"Toledo","@  Central Michigan","TBD","","Tickets as low as $15","Friday, November 24, 2023","2023-11-24",55,141
"Kelly/Shorts Stadium, Mount Pleasant, MI",-84.7708509,43.5776264,"Akron","@  Central Michigan","TBD","","Tickets as low as $15","Saturday, October 14, 2023","2023-10-14",27,141
"Kelly/Shorts Stadium, Mount Pleasant, MI",-84.7708509,43.5776264,"Eastern Michigan","@  Central Michigan","TBD","","Tickets as low as $15","Saturday, September 30, 2023","2023-09-30",18,141
"Kenan Stadium, Chapel Hill, NC",-79.0478649,35.9069535,"Duke","@  North Carolina","TBD","","Tickets as low as $92","Saturday, November 11, 2023","2023-11-11",47,63
"Kenan Stadium, Chapel Hill, NC",-79.0478649,35.9069535,"Miami","@  North Carolina","TBD","","Tickets as low as $83","Saturday, October 14, 2023","2023-10-14",27,63
"Kenan Stadium, Chapel Hill, NC",-79.0478649,35.9069535,"Appalachian State","@  North Carolina","5:15 PM","","Tickets as low as $109","Saturday, September 9, 2023","2023-09-09",9,63
"Kenan Stadium, Chapel Hill, NC",-79.0478649,35.9069535,"Campbell","@  North Carolina","TBD","","Tickets as low as $33","Saturday, November 4, 2023","2023-11-04",42,63
"Kenan Stadium, Chapel Hill, NC",-79.0478649,35.9069535,"Syracuse","@  North Carolina","TBD","","Tickets as low as $56","Saturday, October 7, 2023","2023-10-07",22,63
"Kenan Stadium, Chapel Hill, NC",-79.0478649,35.9069535,"Minnesota","@  North Carolina","3:30 PM","","Tickets as low as $55","Saturday, September 16, 2023","2023-09-16",12,63
"Kenan Stadium, Chapel Hill, NC",-79.0478649,35.9069535,"Virginia","@  North Carolina","TBD","","Tickets as low as $59","Saturday, October 21, 2023","2023-10-21",32,63
"Kidd Brewer Stadium, Boone, NC",-81.685497,36.2116003,"Marshall","@  Appalachian State","TBD","","Tickets as low as $97","Saturday, November 4, 2023","2023-11-04",42,73
